Date,High,Low,Open,Close,Volume,High_Range,Low_Range,Open_Range,Close_Range
2020-05-05,6.369999885559082,6.269999980926514,6.340000152587891,6.28000020980835,51164.0,1.58,0.0,1.12,0.16
2020-05-06,6.28000020980835,6.110000133514404,6.269999980926514,6.130000114440918,102385.0,0.0,-2.71,-0.16,-2.39
2020-05-07,6.300000190734863,6.119999885559082,6.130000114440918,6.230000019073486,58021.0,2.71,-0.16,0.0,1.63
2020-05-08,6.340000152587891,6.230000019073486,6.320000171661377,6.260000228881836,47830.0,1.75,0.0,1.44,0.48
2020-05-11,6.699999809265137,6.309999942779541,6.349999904632568,6.449999809265137,147108.0,6.94,0.8,1.44,3.04
2020-05-12,6.550000190734863,6.409999847412109,6.449999809265137,6.449999809265137,83238.0,1.49,-0.63,0.0,0.0
2020-05-13,6.449999809265137,6.360000133514404,6.429999828338623,6.380000114440918,57665.0,0.0,-1.4,-0.31,-1.09
2020-05-14,6.369999885559082,6.21999979019165,6.309999942779541,6.21999979019165,55157.0,-0.16,-2.52,-1.1,-2.51
2020-05-15,6.340000152587891,6.179999828338623,6.320000171661377,6.21999979019165,46624.0,1.88,-0.64,1.61,0.0
2020-05-18,6.269999980926514,6.150000095367432,6.25,6.179999828338623,34270.0,0.79,-1.13,0.48,-0.64
2020-05-19,6.340000152587891,6.21999979019165,6.289999961853027,6.28000020980835,47636.0,2.55,0.65,1.78,1.62
2020-05-20,6.400000095367432,6.21999979019165,6.329999923706055,6.21999979019165,46079.0,1.89,-0.96,0.8,-0.96
2020-05-21,6.340000152587891,6.260000228881836,6.260000228881836,6.300000190734863,31528.0,1.88,0.64,0.64,1.29
2020-05-22,6.309999942779541,6.150000095367432,6.300000190734863,6.159999847412109,54664.0,0.16,-2.4,0.0,-2.22
2020-05-25,6.210000038146973,6.099999904632568,6.190000057220459,6.159999847412109,31583.0,0.79,-0.98,0.49,0.0
2020-05-26,6.289999961853027,6.199999809265137,6.210000038146973,6.25,38682.0,2.09,0.66,0.81,1.46
2020-05-27,6.320000171661377,6.21999979019165,6.289999961853027,6.239999771118164,39344.0,1.11,-0.48,0.64,-0.16
2020-05-28,6.300000190734863,6.150000095367432,6.289999961853027,6.170000076293945,43310.0,0.95,-1.45,0.8,-1.12
2020-05-29,6.21999979019165,6.150000095367432,6.170000076293945,6.21999979019165,62002.0,0.79,-0.33,0.0,0.81
2020-06-01,6.380000114440918,6.239999771118164,6.260000228881836,6.300000190734863,66614.0,2.57,0.33,0.64,1.29
2020-06-02,6.489999771118164,6.369999885559082,6.420000076293945,6.409999847412109,85954.0,2.98,1.12,1.9,1.75
2020-06-03,7.050000190734863,6.550000190734863,6.550000190734863,7.050000190734863,285179.0,9.86,2.2,2.18,9.98
2020-06-04,7.449999809265137,7.010000228881836,7.369999885559082,7.119999885559082,365193.0,5.67,-0.61,4.54,0.99
2020-06-05,7.71999979019165,7.159999847412109,7.199999809265137,7.599999904632568,331543.0,8.05,0.57,1.12,6.74
2020-06-08,8.020000457763672,7.659999847412109,7.940000057220459,7.849999904632568,309421.0,5.44,0.84,4.47,3.29
2020-06-09,7.849999904632568,7.599999904632568,7.789999961853027,7.769999980926514,133833.0,0.0,-3.26,-0.76,-1.02
2020-06-10,8.079999923706055,7.860000133514404,7.940000057220459,8.039999961853027,232949.0,3.95,1.18,2.19,3.47
2020-06-11,8.239999771118164,7.760000228881836,8.039999961853027,7.800000190734863,225024.0,2.48,-3.56,0.0,-2.99
2020-06-12,7.800000190734863,7.449999809265137,7.5,7.789999961853027,153210.0,0.0,-4.51,-3.85,-0.13
2020-06-15,7.940000057220459,7.550000190734863,7.869999885559082,7.550000190734863,141845.0,1.92,-3.22,1.03,-3.08
2020-06-16,7.769999980926514,7.610000133514404,7.760000228881836,7.659999847412109,78270.0,2.77,0.79,2.78,1.46
2020-06-17,7.75,7.570000171661377,7.710000038146973,7.619999885559082,72077.0,1.16,-1.18,0.65,-0.52
2020-06-18,8.039999961853027,7.760000228881836,7.769999980926514,7.949999809265137,184822.0,5.42,1.85,1.97,4.33
2020-06-19,8.1899995803833,7.880000114440918,8.039999961853027,7.880000114440918,230982.0,2.99,-0.9,1.13,-0.88
2020-06-22,7.940000057220459,7.789999961853027,7.880000114440918,7.820000171661377,90997.0,0.73,-1.14,0.0,-0.76
2020-06-23,8.0,7.820000171661377,7.940000057220459,7.869999885559082,89402.0,2.27,0.0,1.53,0.64
2020-06-24,7.980000019073486,7.849999904632568,7.949999809265137,7.860000133514404,60628.0,1.38,-0.26,1.02,-0.13
2020-06-29,7.980000019073486,7.75,7.789999961853027,7.960000038146973,90085.0,1.5,-1.4,-0.89,1.27
2020-06-30,8.0600004196167,7.880000114440918,8.010000228881836,7.900000095367432,79787.0,1.25,-1.03,0.63,-0.75
2020-07-01,8.020000457763672,7.880000114440918,8.0,7.880000114440918,77995.0,1.49,-0.25,1.27,-0.25
2020-07-02,8.029999732971191,7.869999885559082,7.960000038146973,7.949999809265137,106929.0,1.87,-0.13,1.02,0.89
2020-07-03,8.0,7.670000076293945,7.980000019073486,7.849999904632568,164458.0,0.62,-3.56,0.38,-1.26
2020-07-06,8.569999694824219,7.940000057220459,7.949999809265137,8.380000114440918,344062.0,9.0,1.17,1.27,6.75
2020-07-07,8.59000015258789,8.319999694824219,8.550000190734863,8.430000305175781,218469.0,2.45,-0.76,2.03,0.6
2020-07-08,8.510000228881836,8.350000381469727,8.489999771118164,8.4399995803833,93516.0,0.93,-0.96,0.71,0.12
2020-07-09,8.539999961853027,8.3100004196167,8.489999771118164,8.3100004196167,120233.0,1.18,-1.56,0.59,-1.54
2020-07-10,8.449999809265137,8.029999732971191,8.430000305175781,8.050000190734863,161330.0,1.64,-3.37,1.44,-3.13
2020-07-13,8.5,8.220000267028809,8.279999732971191,8.489999771118164,179924.0,5.33,2.12,2.86,5.47
2020-07-14,8.579999923706055,8.359999656677246,8.449999809265137,8.520000457763672,142218.0,1.06,-1.58,-0.47,0.35
2020-07-15,8.850000381469727,8.5,8.800000190734863,8.5,232840.0,3.85,-0.24,3.29,-0.23
2020-07-16,8.59000015258789,8.399999618530273,8.550000190734863,8.399999618530273,85759.0,1.02,-1.18,0.59,-1.18
2020-07-17,8.510000228881836,8.270000457763672,8.399999618530273,8.350000381469727,94385.0,1.28,-1.55,0.0,-0.6
2020-07-20,8.420000076293945,8.270000457763672,8.399999618530273,8.319999694824219,48349.0,0.82,-0.97,0.6,-0.36
2020-07-21,8.600000381469727,8.399999618530273,8.40999984741211,8.40999984741211,104696.0,3.33,0.97,1.08,1.08
2020-07-22,8.649999618530273,8.5,8.539999961853027,8.520000457763672,131147.0,2.79,1.07,1.55,1.31
2020-07-23,8.640000343322754,8.430000305175781,8.529999732971191,8.4399995803833,90583.0,1.39,-1.06,0.12,-0.94
2020-07-24,8.430000305175781,8.079999923706055,8.40999984741211,8.180000305175781,125724.0,-0.12,-4.27,-0.36,-3.08
2020-07-27,8.380000114440918,8.109999656677246,8.279999732971191,8.130000114440918,86405.0,2.37,-0.87,1.22,-0.61
2020-07-28,8.239999771118164,8.0,8.130000114440918,8.029999732971191,81365.0,1.31,-1.6,0.0,-1.23
2020-07-29,8.149999618530273,8.010000228881836,8.050000190734863,8.020000457763672,70048.0,1.46,-0.25,0.25,-0.12
2020-07-30,8.350000381469727,8.0,8.079999923706055,8.319999694824219,111993.0,4.05,-0.25,0.75,3.74
2020-07-31,8.579999923706055,8.300000190734863,8.449999809265137,8.300000190734863,161714.0,3.11,-0.25,1.56,-0.24
2020-08-03,8.550000190734863,8.369999885559082,8.460000038146973,8.460000038146973,101491.0,2.91,0.84,1.93,1.93
2020-08-04,8.65999984741211,8.460000038146973,8.550000190734863,8.619999885559082,157515.0,2.34,0.0,1.06,1.89
2020-08-05,8.819999694824219,8.40999984741211,8.739999771118164,8.460000038146973,208350.0,2.31,-2.48,1.39,-1.86
2020-08-06,8.489999771118164,8.3100004196167,8.479999542236328,8.34000015258789,100103.0,0.34,-1.78,0.24,-1.42
2020-08-07,8.380000114440918,8.130000114440918,8.369999885559082,8.130000114440918,121202.0,0.47,-2.53,0.36,-2.52
2020-08-10,8.300000190734863,8.170000076293945,8.220000267028809,8.1899995803833,71131.0,2.03,0.49,1.11,0.74
2020-08-11,8.270000457763672,8.09000015258789,8.270000457763672,8.109999656677246,67741.0,0.96,-1.22,0.98,-0.98
2020-08-12,8.149999618530273,8.029999732971191,8.109999656677246,8.0600004196167,57562.0,0.48,-0.99,0.0,-0.62
2020-08-13,8.180000305175781,8.0600004196167,8.149999618530273,8.079999923706055,45106.0,1.47,0.0,1.12,0.25
2020-08-14,8.239999771118164,8.069999694824219,8.09000015258789,8.220000267028809,76260.0,1.96,-0.12,0.12,1.73
2020-08-17,8.3100004196167,8.170000076293945,8.25,8.270000457763672,67815.0,1.09,-0.62,0.36,0.61
2020-08-18,8.34000015258789,8.220000267028809,8.319999694824219,8.220000267028809,56112.0,0.84,-0.61,0.6,-0.6
2020-08-19,8.34000015258789,8.210000038146973,8.239999771118164,8.270000457763672,74675.0,1.44,-0.12,0.24,0.61
2020-08-20,8.229999542236328,7.449999809265137,8.210000038146973,7.679999828338623,199684.0,-0.48,-9.99,-0.73,-7.13
2020-08-21,8.09000015258789,7.800000190734863,7.849999904632568,8.039999961853027,118049.0,4.98,1.61,2.21,4.69
2020-08-24,8.270000457763672,8.0600004196167,8.09000015258789,8.09000015258789,95712.0,2.84,0.26,0.62,0.62
2020-08-25,8.319999694824219,8.15999984741211,8.1899995803833,8.25,103733.0,2.78,0.87,1.24,1.98
2020-08-26,8.529999732971191,8.3100004196167,8.449999809265137,8.350000381469727,188420.0,3.37,0.74,2.42,1.21
2020-08-27,9.180000305175781,8.569999694824219,8.59000015258789,9.180000305175781,1085112.0,9.73,2.65,2.87,9.94
2020-08-28,9.220000267028809,8.960000038146973,9.1899995803833,9.119999885559082,478520.0,0.44,-2.57,0.11,-0.65
2020-08-31,9.510000228881836,9.119999885559082,9.350000381469727,9.119999885559082,365146.0,4.23,0.0,2.52,0.0
2020-09-01,9.520000457763672,9.15999984741211,9.25,9.470000267028809,338328.0,4.21,0.44,1.43,3.84
2020-09-02,9.649999618530273,9.399999618530273,9.520000457763672,9.600000381469727,280404.0,1.89,-0.76,0.53,1.37
2020-09-03,10.5,9.829999923706055,9.84000015258789,10.25,686425.0,9.33,2.45,2.5,6.77
2020-09-04,10.5,9.84000015258789,9.899999618530273,10.449999809265137,510028.0,2.38,-4.17,-3.41,1.95
2020-09-07,10.600000381469727,10.0,10.5,10.050000190734863,308169.0,1.43,-4.57,0.48,-3.83
2020-09-08,10.25,9.819999694824219,10.199999809265137,9.880000114440918,221428.0,1.89,-2.3,1.49,-1.69
2020-09-09,10.199999809265137,9.779999732971191,9.850000381469727,10.149999618530273,245921.0,3.12,-1.02,-0.3,2.73
2020-09-10,10.600000381469727,10.050000190734863,10.350000381469727,10.149999618530273,310059.0,4.41,-1.02,1.97,0.0
2020-09-11,10.399999618530273,10.0,10.25,10.199999809265137,171020.0,2.36,-1.49,0.99,0.49
2020-09-14,10.399999618530273,10.100000381469727,10.350000381469727,10.149999618530273,106258.0,1.92,-1.0,1.47,-0.49
2020-09-15,10.350000381469727,10.149999618530273,10.199999809265137,10.25,130849.0,1.92,0.0,0.49,0.99
2020-09-16,10.449999809265137,10.0,10.399999618530273,10.050000190734863,154146.0,1.93,-2.46,1.46,-1.95
2020-09-17,10.149999618530273,9.960000038146973,10.050000190734863,10.100000381469727,105191.0,0.96,-0.9,0.0,0.5
2020-09-18,10.149999618530273,10.0,10.100000381469727,10.050000190734863,87910.0,0.49,-1.0,0.0,-0.5
2020-09-21,10.199999809265137,9.949999809265137,10.149999618530273,9.949999809265137,140690.0,1.48,-1.0,1.0,-1.0
2020-09-22,10.149999618530273,9.899999618530273,10.050000190734863,9.960000038146973,152594.0,1.96,-0.5,1.01,0.1
2020-09-23,10.149999618530273,9.970000267028809,10.100000381469727,10.050000190734863,96121.0,1.87,0.1,1.41,0.9
2020-09-24,9.949999809265137,9.510000228881836,9.890000343322754,9.579999923706055,197345.0,-0.99,-5.42,-1.59,-4.68
2020-09-25,9.720000267028809,9.100000381469727,9.619999885559082,9.25,257571.0,1.41,-5.05,0.42,-3.44
2020-09-28,9.40999984741211,9.279999732971191,9.390000343322754,9.300000190734863,127144.0,1.65,0.33,1.51,0.54
2020-09-29,9.399999618530273,9.260000228881836,9.380000114440918,9.300000190734863,94361.0,1.06,-0.43,0.86,0.0
2020-09-30,9.369999885559082,9.220000267028809,9.319999694824219,9.369999885559082,95692.0,0.74,-0.86,0.22,0.75
2020-10-05,9.369999885559082,9.130000114440918,9.369999885559082,9.15999984741211,153639.0,0.0,-2.6,0.0,-2.24
2020-10-06,9.520000457763672,9.170000076293945,9.220000267028809,9.5,156987.0,3.84,0.11,0.66,3.71
2020-10-07,9.5,9.369999885559082,9.40999984741211,9.390000343322754,84102.0,0.0,-1.42,-0.95,-1.16
2020-10-08,9.5,9.359999656677246,9.5,9.470000267028809,69638.0,1.16,-0.32,1.17,0.85
2020-10-12,9.630000114440918,9.270000457763672,9.600000381469727,9.34000015258789,137318.0,1.68,-2.14,1.37,-1.37
2020-10-13,9.569999694824219,9.359999656677246,9.390000343322754,9.5600004196167,120653.0,2.39,0.22,0.54,2.36
2020-10-14,9.970000267028809,9.479999542236328,9.520000457763672,9.640000343322754,190630.0,4.28,-0.85,-0.42,0.84
2020-10-15,9.84000015258789,9.619999885559082,9.729999542236328,9.699999809265137,102142.0,2.01,-0.21,0.93,0.62
2020-10-16,9.739999771118164,9.399999618530273,9.720000267028809,9.40999984741211,112116.0,0.41,-3.12,0.21,-2.99
2020-10-19,9.680000305175781,9.470000267028809,9.479999542236328,9.649999618530273,87868.0,2.77,0.64,0.74,2.55
2020-10-20,9.670000076293945,9.520000457763672,9.600000381469727,9.550000190734863,63125.0,0.21,-1.37,-0.52,-1.04
2020-10-21,10.100000381469727,9.720000267028809,9.729999542236328,9.979999542236328,341836.0,5.69,1.79,1.88,4.5
2020-10-22,10.149999618530273,9.970000267028809,10.100000381469727,10.100000381469727,200896.0,1.68,-0.1,1.2,1.2
2020-10-23,10.25,10.0,10.100000381469727,10.25,140157.0,1.48,-1.0,0.0,1.49
2020-10-26,10.550000190734863,10.25,10.399999618530273,10.350000381469727,269984.0,2.93,0.0,1.46,0.98
2020-10-27,10.300000190734863,10.149999618530273,10.199999809265137,10.25,100889.0,-0.47,-1.95,-1.45,-0.97
2020-10-28,10.300000190734863,10.0,10.25,10.0,132498.0,0.49,-2.46,0.0,-2.44
2020-10-29,10.350000381469727,9.699999809265137,9.84000015258789,10.25,258678.0,3.4,-3.0,-1.6,2.5
2020-10-30,10.25,9.90999984741211,10.149999618530273,9.90999984741211,197667.0,0.0,-3.51,-0.98,-3.32
2020-11-02,10.100000381469727,9.90999984741211,9.979999542236328,10.0,91082.0,1.85,0.0,0.71,0.91
2020-11-03,10.149999618530273,10.050000190734863,10.149999618530273,10.100000381469727,64800.0,1.49,0.5,1.5,1.0
2020-11-04,10.199999809265137,9.960000038146973,10.149999618530273,10.0,112593.0,0.99,-1.39,0.5,-0.99
2020-11-05,10.100000381469727,9.970000267028809,10.050000190734863,10.0,74347.0,0.98,-0.3,0.5,0.0
2020-11-06,10.050000190734863,9.90999984741211,10.050000190734863,9.90999984741211,92545.0,0.5,-0.9,0.5,-0.9
2020-11-09,10.050000190734863,9.899999618530273,10.0,10.0,95890.0,1.39,-0.1,0.91,0.91
2020-11-10,10.050000190734863,9.710000038146973,10.0,9.710000038146973,169713.0,0.5,-2.93,0.0,-2.9
2020-11-11,9.770000457763672,9.420000076293945,9.729999542236328,9.449999809265137,187540.0,0.6,-2.99,0.21,-2.68
2020-11-12,9.479999542236328,9.180000305175781,9.470000267028809,9.229999542236328,176302.0,0.31,-2.87,0.21,-2.33
2020-11-13,9.260000228881836,9.0,9.210000038146973,9.229999542236328,208861.0,0.32,-2.51,-0.22,0.0
2020-11-16,9.359999656677246,9.229999542236328,9.319999694824219,9.25,117492.0,1.4,0.0,0.98,0.22
2020-11-17,9.289999961853027,9.079999923706055,9.260000228881836,9.149999618530273,123091.0,0.43,-1.84,0.11,-1.08
2020-11-18,9.34000015258789,9.100000381469727,9.149999618530273,9.34000015258789,142467.0,2.05,-0.55,0.0,2.08
2020-11-19,9.5600004196167,9.420000076293945,9.520000457763672,9.520000457763672,235095.0,2.36,0.88,1.93,1.93
2020-11-20,9.550000190734863,9.380000114440918,9.5,9.380000114440918,126662.0,0.31,-1.49,-0.21,-1.47
2020-11-23,9.569999694824219,9.4399995803833,9.4399995803833,9.539999961853027,92713.0,1.99,0.64,0.64,1.71
2020-11-24,9.850000381469727,9.680000305175781,9.699999809265137,9.779999732971191,191399.0,3.24,1.48,1.68,2.52
2020-11-25,9.90999984741211,9.6899995803833,9.859999656677246,9.699999809265137,134347.0,1.32,-0.93,0.82,-0.82
2020-11-26,9.9399995803833,9.739999771118164,9.789999961853027,9.850000381469727,161288.0,2.42,0.41,0.93,1.55
2020-11-27,10.050000190734863,9.899999618530273,9.9399995803833,9.9399995803833,174012.0,2.01,0.51,0.91,0.91
2020-11-30,10.25,10.0,10.050000190734863,10.050000190734863,292566.0,3.08,0.61,1.11,1.11
2020-12-01,11.050000190734863,10.199999809265137,10.25,11.0,904544.0,9.76,1.5,1.99,9.45
2020-12-02,11.949999809265137,11.100000381469727,11.100000381469727,11.850000381469727,761790.0,8.6,0.98,0.91,7.73
2020-12-03,12.199999809265137,11.600000381469727,11.899999618530273,11.850000381469727,429155.0,2.93,-2.25,0.42,0.0
2020-12-04,13.0,12.100000381469727,12.149999618530273,12.949999809265137,737027.0,9.43,2.16,2.53,9.28
2020-12-07,13.850000381469727,12.5,13.100000381469727,12.649999618530273,923223.0,6.92,-3.72,1.16,-2.32
2020-12-08,13.050000190734863,12.5,12.75,12.75,289118.0,2.89,-1.2,0.79,0.79
2020-12-09,13.699999809265137,12.899999618530273,13.100000381469727,13.550000190734863,511733.0,7.28,1.2,2.75,6.27
2020-12-10,13.75,13.050000190734863,13.350000381469727,13.25,445784.0,1.46,-3.88,-1.48,-2.21
2020-12-11,14.0,13.050000190734863,13.649999618530273,13.300000190734863,478855.0,5.45,-1.53,3.02,0.38
2020-12-14,14.600000381469727,13.75,14.050000190734863,14.199999809265137,732659.0,9.29,3.45,5.64,6.77
2020-12-15,14.649999618530273,13.800000190734863,14.550000190734863,13.850000381469727,544461.0,3.08,-2.91,2.46,-2.46
2020-12-16,14.199999809265137,13.699999809265137,14.149999618530273,13.949999809265137,290484.0,2.39,-1.09,2.17,0.72
2020-12-17,14.300000190734863,13.850000381469727,14.050000190734863,14.199999809265137,272190.0,2.46,-0.73,0.72,1.79
2020-12-18,14.350000381469727,13.800000190734863,14.199999809265137,13.800000190734863,271811.0,1.05,-2.89,0.0,-2.82
2020-12-21,14.350000381469727,13.5,14.0,14.050000190734863,305772.0,3.83,-2.17,1.45,1.81
2020-12-22,15.0,13.899999618530273,14.100000381469727,14.0,587394.0,6.62,-1.11,0.36,-0.36
2020-12-23,14.699999809265137,14.149999618530273,14.399999618530273,14.25,335350.0,4.67,1.08,2.86,1.79
2020-12-24,14.449999809265137,14.0,14.399999618530273,14.050000190734863,193640.0,1.36,-1.77,1.05,-1.4
2020-12-25,14.600000381469727,14.25,14.25,14.350000381469727,215008.0,3.81,1.43,1.42,2.14
2020-12-28,15.5,14.550000190734863,14.550000190734863,15.350000381469727,676818.0,7.88,1.4,1.39,6.97
2020-12-29,15.949999809265137,15.050000190734863,15.699999809265137,15.449999809265137,424900.0,3.87,-2.06,2.28,0.65
2020-12-30,15.399999618530273,14.699999809265137,15.350000381469727,14.800000190734863,370146.0,-0.31,-4.98,-0.65,-4.21
2020-12-31,14.800000190734863,13.899999618530273,14.75,14.100000381469727,473385.0,0.0,-6.12,-0.34,-4.73
2021-01-04,14.600000381469727,14.149999618530273,14.149999618530273,14.350000381469727,257957.0,3.38,0.36,0.35,1.77
2021-01-05,14.5,13.899999618530273,14.5,14.0,213430.0,1.03,-3.18,1.05,-2.44
2021-01-06,14.0,12.850000381469727,13.949999809265137,13.300000190734863,459886.0,0.0,-8.27,-0.36,-5.0
2021-01-07,13.899999618530273,13.449999809265137,13.899999618530273,13.550000190734863,264310.0,4.29,1.17,4.51,1.88
2021-01-08,13.5,13.050000190734863,13.449999809265137,13.350000381469727,220796.0,-0.36,-3.72,-0.74,-1.48
2021-01-11,13.699999809265137,13.25,13.5,13.449999809265137,175590.0,2.59,-0.77,1.12,0.75
2021-01-12,13.5,13.0,13.449999809265137,13.050000190734863,201749.0,0.36,-3.4,0.0,-2.97
2021-01-13,14.25,13.25,13.300000190734863,13.899999618530273,471175.0,8.89,1.54,1.92,6.51
2021-01-14,14.25,13.800000190734863,14.149999618530273,13.800000190734863,216896.0,2.46,-0.75,1.8,-0.72
2021-01-15,14.25,13.600000381469727,14.0,13.949999809265137,229288.0,3.16,-1.45,1.45,1.09
2021-01-18,14.399999618530273,13.899999618530273,14.199999809265137,14.0,327404.0,3.16,-0.37,1.79,0.36
2021-01-19,14.149999618530273,13.75,14.050000190734863,13.800000190734863,141727.0,1.04,-1.8,0.36,-1.43
2021-01-20,14.0,13.0,13.899999618530273,13.050000190734863,297421.0,1.41,-5.82,0.72,-5.43
2021-01-21,13.800000190734863,13.199999809265137,13.300000190734863,13.25,202200.0,5.36,1.15,1.92,1.53
2021-01-22,13.600000381469727,13.25,13.350000381469727,13.600000381469727,109648.0,2.54,0.0,0.75,2.64
2021-01-25,13.800000190734863,13.5,13.550000190734863,13.699999809265137,119107.0,1.47,-0.75,-0.37,0.74
2021-01-26,13.649999618530273,13.25,13.550000190734863,13.300000190734863,122914.0,-0.36,-3.33,-1.09,-2.92
2021-01-27,13.449999809265137,12.899999618530273,13.399999618530273,13.0,222378.0,1.1,-3.02,0.75,-2.26
2021-01-28,12.800000190734863,12.449999809265137,12.649999618530273,12.75,192400.0,-1.49,-4.26,-2.69,-1.92
2021-01-29,13.399999618530273,12.949999809265137,13.050000190734863,13.050000190734863,236822.0,5.08,1.61,2.35,2.35
2021-02-01,13.800000190734863,13.300000190734863,13.350000381469727,13.699999809265137,293011.0,5.6,1.93,2.3,4.98
2021-02-02,14.350000381469727,13.800000190734863,14.199999809265137,14.050000190734863,404644.0,4.71,0.75,3.65,2.55
2021-02-03,14.649999618530273,13.75,14.050000190734863,14.399999618530273,528789.0,4.18,-2.17,0.0,2.49
2021-02-04,14.899999618530273,14.149999618530273,14.550000190734863,14.399999618530273,525996.0,3.41,-1.82,1.04,0.0
2021-02-05,15.149999618530273,14.550000190734863,15.050000190734863,14.600000381469727,420497.0,5.03,1.06,4.51,1.39
2021-02-17,15.399999618530273,14.850000381469727,15.350000381469727,15.0,304346.0,5.28,1.72,5.14,2.74
2021-02-18,15.149999618530273,14.75,15.0,15.0,165162.0,0.97,-1.68,0.0,0.0
2021-02-19,15.449999809265137,15.100000381469727,15.149999618530273,15.449999809265137,368761.0,2.97,0.68,1.0,3.0
2021-02-22,16.450000762939453,15.600000381469727,15.699999809265137,16.350000381469727,516343.0,6.47,0.99,1.62,5.83
2021-02-23,16.399999618530273,15.899999618530273,16.149999618530273,16.149999618530273,266663.0,0.3,-2.88,-1.22,-1.22
2021-02-24,17.399999618530273,16.450000762939453,16.5,16.600000381469727,510267.0,7.62,1.89,2.17,2.79
2021-02-25,18.049999237060547,17.049999237060547,17.25,17.799999237060547,660989.0,8.33,2.74,3.92,7.23
2021-02-26,17.5,16.899999618530273,17.25,17.0,431275.0,-1.66,-5.28,-3.09,-4.49
2021-03-02,17.850000381469727,16.649999618530273,17.799999237060547,16.700000762939453,310744.0,4.86,-2.07,4.71,-1.76
2021-03-03,17.049999237060547,16.399999618530273,17.0,17.0,293858.0,1.96,-1.8,1.8,1.8
2021-03-04,17.299999237060547,16.600000381469727,16.700000762939453,17.100000381469727,385985.0,1.76,-2.44,-1.76,0.59
2021-03-05,16.899999618530273,16.5,16.850000381469727,16.549999237060547,308736.0,-1.16,-3.61,-1.46,-3.22
2021-03-08,17.149999618530273,16.600000381469727,16.950000762939453,16.600000381469727,269244.0,3.55,0.3,2.42,0.3
2021-03-09,17.0,16.299999237060547,16.75,16.700000762939453,231881.0,2.33,-1.81,0.9,0.6
2021-03-10,17.100000381469727,16.5,17.0,16.5,209135.0,2.35,-1.23,1.8,-1.2
2021-03-11,16.700000762939453,16.5,16.549999237060547,16.600000381469727,100147.0,1.17,0.0,0.3,0.61
2021-03-12,17.049999237060547,16.549999237060547,16.799999237060547,17.0,206971.0,2.69,-0.3,1.2,2.41
2021-03-15,17.0,16.600000381469727,17.0,16.600000381469727,164581.0,0.0,-2.42,0.0,-2.35
2021-03-16,16.950000762939453,16.649999618530273,16.75,16.700000762939453,110584.0,2.06,0.3,0.9,0.6
2021-03-17,16.899999618530273,16.600000381469727,16.700000762939453,16.799999237060547,118313.0,1.18,-0.6,0.0,0.6
2021-03-18,17.399999618530273,16.899999618530273,16.899999618530273,17.100000381469727,284313.0,3.55,0.6,0.6,1.79
